account_id,checking_status,credit_history,employment,age,sex,credit_amount,housing,existing_credits,savings_status,credit_defaults
ACC000000004807,no checking,existing paid,1<=X<4,32,M,311,free,1,<100,0
ACC000000004808,no checking,existing paid,1<=X<4,21,M,1795,own,1,>=1000,0
ACC000000004809,>=200,delayed previously,>=7,25,F,3373,own,2,<100,1
ACC000000004811,no checking,critical/other existing credit,>=7,39,M,3656,own,1,<100,0
ACC000000004812,no checking,existing paid,1<=X<4,21,F,5400,own,1,no known savings,0
ACC000000004813,0<=X<200,critical/other existing credit,>=7,50,F,6970,own,2,no known savings,1
ACC000000004814,0<=X<200,critical/other existing credit,<1,53,M,2008,own,1,<100,1
ACC000000004815,no checking,delayed previously,>=7,53,M,4491,free,1,<100,0
ACC000000004817,no checking,critical/other existing credit,>=7,27,M,503,own,1,no known savings,0
ACC000000004818,0<=X<200,existing paid,>=7,35,M,2352,own,1,<100,1
ACC000000004819,no checking,all paid,1<=X<4,49,M,1621,own,1,no known savings,0
ACC000000004820,<0,existing paid,<1,42,F,361,free,1,<100,0
ACC000000004821,<0,critical/other existing credit,1<=X<4,21,F,998,own,2,>=1000,0
ACC000000004823,no checking,existing paid,1<=X<4,45,M,8948,own,2,<100,0
ACC000000004825,0<=X<200,critical/other existing credit,4<=X<7,32,F,2552,own,1,<100,1
ACC000000004826,<0,existing paid,1<=X<4,37,F,2096,own,1,500<=X<1000,0
ACC000000004827,no checking,existing paid,unemployed,49,M,3226,own,1,<100,1
ACC000000004828,<0,existing paid,4<=X<7,62,F,3174,rent,1,<100,0
ACC000000004829,<0,critical/other existing credit,>=7,42,M,10702,rent,1,no known savings,1
ACC000000004830,<0,existing paid,<1,36,M,2203,rent,1,<100,0
ACC000000004831,<0,delayed previously,4<=X<7,22,F,4750,own,1,<100,1
ACC000000004832,>=200,critical/other existing credit,>=7,39,F,3129,free,1,<100,0
ACC000000004833,no checking,existing paid,1<=X<4,46,M,2018,rent,2,<100,0
ACC000000004834,no checking,delayed previously,1<=X<4,30,M,2055,own,1,<100,0
ACC000000004835,no checking,existing paid,>=7,29,F,3491,free,1,no known savings,0
ACC000000004837,>=200,critical/other existing credit,>=7,32,F,7929,free,2,no known savings,0
ACC000000004839,no checking,all paid,>=7,57,M,10069,own,1,<100,0
ACC000000004840,no checking,existing paid,1<=X<4,33,M,2630,own,1,<100,0
ACC000000004842,0<=X<200,critical/other existing credit,<1,39,M,1906,rent,1,<100,1
ACC000000004844,<0,critical/other existing credit,1<=X<4,35,F,3953,free,1,<100,1
ACC000000004845,<0,critical/other existing credit,<1,30,M,1953,own,2,<100,1
ACC000000004846,no checking,delayed previously,>=7,24,F,1412,own,1,<100,0
ACC000000004847,0<=X<200,critical/other existing credit,1<=X<4,45,M,617,free,1,<100,0
ACC000000004848,<0,existing paid,1<=X<4,45,M,3683,free,1,no known savings,1
ACC000000004849,>=200,critical/other existing credit,4<=X<7,56,M,3052,free,1,500<=X<1000,0
ACC000000004850,0<=X<200,delayed previously,>=7,36,M,1586,own,1,no known savings,0
ACC000000004851,no checking,existing paid,1<=X<4,38,F,1447,own,2,no known savings,0
ACC000000004853,no checking,critical/other existing credit,>=7,27,F,1946,own,2,<100,0
ACC000000004854,<0,existing paid,>=7,28,M,3403,own,1,<100,0
ACC000000004855,0<=X<200,existing paid,>=7,57,F,2281,own,1,<100,0
ACC000000004856,0<=X<200,existing paid,4<=X<7,50,M,8540,rent,1,<100,0
ACC000000004857,0<=X<200,critical/other existing credit,unemployed,19,M,4890,free,2,>=1000,0
ACC000000004859,0<=X<200,critical/other existing credit,1<=X<4,39,F,1362,own,1,100<=X<500,1
ACC000000004860,no checking,existing paid,1<=X<4,41,M,1722,own,1,<100,0
ACC000000004861,no checking,existing paid,1<=X<4,37,M,10696,own,1,<100,0
ACC000000004862,0<=X<200,existing paid,>=7,29,M,740,own,2,no known savings,0
ACC000000004863,>=200,delayed previously,unemployed,27,M,4562,own,1,<100,1
ACC000000004864,0<=X<200,existing paid,1<=X<4,35,F,1370,own,1,>=1000,1
ACC000000004865,<0,critical/other existing credit,>=7,33,M,18500,own,1,<100,0
ACC000000004867,<0,no credits/all paid,1<=X<4,37,F,4558,own,1,no known savings,0
ACC000000004868,no checking,critical/other existing credit,1<=X<4,33,M,2157,rent,1,no known savings,1
ACC000000004869,no checking,critical/other existing credit,1<=X<4,45,M,2225,own,2,<100,0
ACC000000004870,<0,critical/other existing credit,>=7,19,M,973,own,2,500<=X<1000,0
ACC000000004871,<0,delayed previously,1<=X<4,65,M,9820,own,1,500<=X<1000,0
ACC000000004872,0<=X<200,critical/other existing credit,<1,27,F,6014,rent,2,<100,1
ACC000000004873,no checking,existing paid,<1,28,F,1708,own,1,500<=X<1000,0
ACC000000004874,<0,existing paid,1<=X<4,43,F,1676,own,2,no known savings,1
ACC000000004875,0<=X<200,existing paid,1<=X<4,50,M,2401,rent,4,<100,0
ACC000000004876,0<=X<200,critical/other existing credit,1<=X<4,34,F,518,free,2,100<=X<500,0
ACC000000004877,no checking,critical/other existing credit,1<=X<4,21,F,3867,own,1,100<=X<500,0
ACC000000004878,no checking,critical/other existing credit,>=7,36,M,12008,free,1,100<=X<500,0
ACC000000004879,<0,critical/other existing credit,>=7,46,F,3878,own,1,<100,1
ACC000000004880,<0,delayed previously,4<=X<7,31,M,3811,own,1,500<=X<1000,1
ACC000000004881,no checking,delayed previously,1<=X<4,40,M,3315,own,2,<100,0
ACC000000004883,<0,delayed previously,>=7,38,M,1438,rent,1,<100,0
ACC000000004884,0<=X<200,critical/other existing credit,1<=X<4,36,M,8334,own,1,100<=X<500,1
ACC000000004885,0<=X<200,critical/other existing credit,1<=X<4,19,M,1060,own,1,>=1000,1
ACC000000004887,<0,critical/other existing credit,>=7,50,M,5507,own,1,<100,1
ACC000000004888,no checking,existing paid,4<=X<7,43,F,3050,own,2,<100,0
ACC000000004889,<0,existing paid,unemployed,19,M,2476,own,1,<100,1
ACC000000004890,no checking,existing paid,1<=X<4,32,F,2300,own,2,<100,0
ACC000000004891,<0,delayed previously,<1,31,M,7362,own,1,<100,0
ACC000000004892,<0,critical/other existing credit,4<=X<7,46,F,2493,own,1,<100,0
ACC000000004893,0<=X<200,existing paid,1<=X<4,32,M,2238,free,1,<100,0
ACC000000004894,<0,critical/other existing credit,1<=X<4,33,M,468,own,1,<100,0
ACC000000004895,0<=X<200,existing paid,1<=X<4,38,F,2569,own,1,500<=X<1000,0
ACC000000004896,<0,existing paid,1<=X<4,28,M,2075,free,1,<100,1
ACC000000004897,no checking,critical/other existing credit,1<=X<4,28,M,1367,own,1,<100,0
ACC000000004898,no checking,existing paid,1<=X<4,19,M,8142,own,1,no known savings,0
ACC000000004899,<0,no credits/all paid,1<=X<4,47,M,552,own,2,no known savings,1
ACC000000004900,no checking,existing paid,1<=X<4,38,M,407,own,2,<100,1
ACC000000004901,<0,existing paid,1<=X<4,37,M,638,own,2,<100,0
ACC000000004903,no checking,existing paid,unemployed,29,F,1104,own,1,no known savings,0
ACC000000004904,<0,critical/other existing credit,<1,48,M,1002,own,2,<100,1
ACC000000004905,>=200,existing paid,4<=X<7,44,M,2545,own,1,<100,0
ACC000000004906,0<=X<200,existing paid,4<=X<7,46,F,12025,free,2,<100,0
ACC000000004907,no checking,existing paid,1<=X<4,37,F,3076,free,1,no known savings,0
ACC000000004908,no checking,no credits/all paid,unemployed,19,F,678,own,2,no known savings,0
ACC000000004909,0<=X<200,existing paid,1<=X<4,31,M,608,own,2,<100,1
ACC000000004910,0<=X<200,critical/other existing credit,>=7,50,M,250,own,2,<100,0
ACC000000004914,<0,existing paid,1<=X<4,19,M,6144,own,1,<100,0
ACC000000004916,0<=X<200,existing paid,1<=X<4,44,M,1525,own,1,<100,1
ACC000000004917,no checking,critical/other existing credit,1<=X<4,46,M,1850,own,1,<100,0
ACC000000004918,no checking,existing paid,<1,23,M,505,own,3,<100,0
ACC000000004919,no checking,existing paid,1<=X<4,32,M,1745,own,2,>=1000,0
ACC000000004920,<0,existing paid,1<=X<4,40,M,3430,rent,2,>=1000,0
ACC000000004921,no checking,existing paid,4<=X<7,21,M,3934,own,1,no known savings,0
ACC000000004922,0<=X<200,critical/other existing credit,<1,19,F,1460,rent,1,<100,1
ACC000000004923,no checking,existing paid,>=7,37,M,5124,own,1,100<=X<500,0
ACC000000004924,no checking,delayed previously,1<=X<4,50,M,1722,rent,2,<100,0
ACC000000004925,no checking,delayed previously,1<=X<4,20,M,1232,own,1,<100,1
ACC000000004926,no checking,critical/other existing credit,4<=X<7,32,M,1022,own,1,no known savings,0
ACC000000004927,no checking,existing paid,>=7,47,M,1489,rent,2,no known savings,0
ACC000000004929,<0,existing paid,unemployed,60,M,4191,free,1,<100,0
ACC000000004930,0<=X<200,existing paid,<1,50,F,2204,rent,2,>=1000,0
ACC000000004931,0<=X<200,existing paid,>=7,30,F,2423,own,1,<100,0
ACC000000004932,no checking,existing paid,1<=X<4,29,F,3483,own,1,500<=X<1000,0
ACC000000004933,no checking,critical/other existing credit,1<=X<4,31,M,2393,own,1,<100,0
ACC000000004934,<0,existing paid,unemployed,32,F,1064,own,1,<100,1
ACC000000004935,no checking,critical/other existing credit,unemployed,52,M,1666,own,1,500<=X<1000,0
ACC000000004936,>=200,no credits/all paid,1<=X<4,19,M,13243,free,2,no known savings,0
ACC000000004937,>=200,existing paid,<1,20,M,2771,free,3,no known savings,0
ACC000000004938,<0,existing paid,1<=X<4,23,M,3285,own,1,>=1000,0
ACC000000004940,<0,existing paid,>=7,32,M,3871,own,1,<100,0
ACC000000004941,no checking,existing paid,>=7,31,M,1789,own,1,<100,0
ACC000000004943,<0,critical/other existing credit,4<=X<7,20,M,3015,own,1,<100,1
ACC000000004944,no checking,critical/other existing credit,>=7,19,M,2836,own,4,no known savings,0
ACC000000004945,no checking,critical/other existing credit,1<=X<4,61,M,1084,own,1,<100,0
ACC000000004946,<0,existing paid,<1,39,F,2811,own,3,500<=X<1000,0
ACC000000004947,0<=X<200,existing paid,<1,40,M,2400,free,2,<100,0
ACC000000004948,no checking,existing paid,unemployed,47,F,3217,free,1,no known savings,1
ACC000000004949,0<=X<200,delayed previously,1<=X<4,29,M,1111,own,1,<100,0
ACC000000004950,no checking,critical/other existing credit,>=7,38,M,1791,rent,1,>=1000,0
ACC000000004951,no checking,existing paid,<1,19,F,2512,free,2,<100,0
ACC000000004952,no checking,existing paid,4<=X<7,55,M,5446,own,1,no known savings,0
ACC000000004953,0<=X<200,critical/other existing credit,>=7,51,F,1316,own,1,no known savings,1
ACC000000004954,<0,critical/other existing credit,4<=X<7,19,M,3548,free,1,<100,0
ACC000000004955,no checking,critical/other existing credit,4<=X<7,41,M,1735,rent,1,no known savings,0
ACC000000004956,0<=X<200,critical/other existing credit,>=7,30,M,13498,rent,1,<100,0
ACC000000004957,no checking,all paid,>=7,23,F,3542,free,1,<100,0
ACC000000004958,no checking,critical/other existing credit,>=7,35,M,515,free,2,100<=X<500,0
ACC000000004959,0<=X<200,delayed previously,1<=X<4,32,F,4518,own,2,<100,1
ACC000000004960,<0,existing paid,1<=X<4,23,F,6750,free,2,<100,0
ACC000000004963,0<=X<200,delayed previously,1<=X<4,27,M,4320,free,1,100<=X<500,1
ACC000000004964,<0,existing paid,>=7,53,F,7549,own,1,>=1000,1
ACC000000004965,<0,critical/other existing credit,4<=X<7,42,F,3220,own,1,<100,1
ACC000000004966,<0,critical/other existing credit,1<=X<4,32,M,7057,own,1,<100,0
ACC000000004967,no checking,critical/other existing credit,>=7,21,M,3179,own,1,<100,0
ACC000000004968,0<=X<200,existing paid,4<=X<7,51,M,1111,own,1,<100,1
ACC000000004969,0<=X<200,existing paid,1<=X<4,36,F,4039,own,2,<100,0
ACC000000004970,0<=X<200,delayed previously,1<=X<4,37,M,1836,own,2,<100,1
ACC000000004971,<0,all paid,1<=X<4,41,F,4428,own,1,<100,0
ACC000000004973,<0,existing paid,>=7,46,M,3885,own,2,<100,0
ACC000000004974,no checking,existing paid,1<=X<4,29,M,1849,own,1,no known savings,0
ACC000000004975,<0,delayed previously,>=7,37,M,1908,free,1,<100,1
ACC000000004976,no checking,no credits/all paid,4<=X<7,41,M,7259,own,1,<100,0
ACC000000004977,>=200,existing paid,1<=X<4,20,M,1766,free,1,500<=X<1000,0
ACC000000004978,0<=X<200,existing paid,1<=X<4,63,M,978,free,1,<100,0
ACC000000004980,>=200,critical/other existing credit,4<=X<7,37,M,1823,own,2,<100,0
ACC000000004982,no checking,existing paid,1<=X<4,31,F,5731,own,2,<100,1
ACC000000004983,no checking,existing paid,1<=X<4,43,M,2543,own,2,<100,0
ACC000000004984,no checking,critical/other existing credit,<1,33,F,18500,own,1,no known savings,1
ACC000000004985,<0,existing paid,1<=X<4,24,M,3687,rent,1,<100,1
ACC000000004986,<0,existing paid,4<=X<7,41,M,1966,own,1,>=1000,0
ACC000000004987,0<=X<200,existing paid,1<=X<4,25,M,2447,free,3,no known savings,1
ACC000000004988,no checking,delayed previously,1<=X<4,29,M,2620,free,2,<100,1
ACC000000004989,no checking,existing paid,>=7,29,M,3623,own,2,no known savings,0
ACC000000004990,>=200,delayed previously,>=7,46,M,1474,own,1,no known savings,0
ACC000000004991,no checking,critical/other existing credit,unemployed,60,M,1769,own,3,<100,0
ACC000000004992,no checking,existing paid,>=7,43,F,4335,own,1,100<=X<500,0
ACC000000004993,<0,critical/other existing credit,>=7,31,F,1620,own,1,<100,1
ACC000000004994,no checking,existing paid,<1,30,M,1193,own,1,<100,0
ACC000000004995,<0,existing paid,1<=X<4,44,M,9399,free,1,<100,0
ACC000000004996,0<=X<200,existing paid,1<=X<4,51,M,17577,own,1,<100,1
ACC000000004997,no checking,existing paid,>=7,64,M,1927,own,2,<100,0
ACC000000004998,no checking,critical/other existing credit,4<=X<7,36,M,14721,own,1,<100,0
ACC000000004999,no checking,critical/other existing credit,1<=X<4,42,M,4760,own,1,>=1000,0
ACC000000005000,0<=X<200,existing paid,>=7,39,M,602,own,1,<100,0
ACC000000005002,no checking,critical/other existing credit,1<=X<4,52,M,1461,rent,2,<100,0
ACC000000005003,>=200,existing paid,>=7,44,F,1793,own,1,<100,0
ACC000000005004,<0,existing paid,4<=X<7,28,F,1432,free,2,<100,1
ACC000000005005,<0,existing paid,>=7,19,M,5165,free,2,100<=X<500,1
ACC000000005006,no checking,existing paid,unemployed,33,M,2156,own,1,<100,0
ACC000000005008,no checking,existing paid,1<=X<4,19,M,2457,own,1,<100,0
ACC000000005009,<0,delayed previously,>=7,37,M,1731,rent,1,<100,0
ACC000000005010,0<=X<200,critical/other existing credit,<1,49,M,1832,own,1,<100,1
ACC000000005011,0<=X<200,existing paid,unemployed,31,M,587,own,1,<100,0
ACC000000005012,0<=X<200,existing paid,>=7,49,M,4869,own,1,no known savings,0
ACC000000005013,no checking,existing paid,1<=X<4,21,M,1135,own,1,>=1000,0
ACC000000005014,<0,existing paid,<1,47,M,5003,own,2,100<=X<500,0
ACC000000005015,no checking,all paid,4<=X<7,19,M,3600,own,2,<100,0
ACC000000005016,0<=X<200,existing paid,unemployed,21,M,2296,free,2,<100,1
ACC000000005017,0<=X<200,existing paid,>=7,28,M,1006,own,1,>=1000,1
ACC000000005018,>=200,critical/other existing credit,1<=X<4,26,M,3657,own,2,<100,1
ACC000000005019,0<=X<200,existing paid,1<=X<4,32,M,534,own,2,>=1000,1
ACC000000005020,no checking,existing paid,>=7,66,M,1591,own,1,<100,0
ACC000000005021,0<=X<200,all paid,1<=X<4,34,M,1611,own,1,<100,0
ACC000000005022,no checking,critical/other existing credit,4<=X<7,26,M,1563,own,2,no known savings,0
ACC000000005023,no checking,existing paid,<1,37,M,651,own,2,<100,0
ACC000000005025,no checking,critical/other existing credit,4<=X<7,36,F,1193,own,1,<100,0
ACC000000005026,0<=X<200,existing paid,>=7,21,M,2067,own,1,<100,0
ACC000000005027,<0,existing paid,1<=X<4,40,M,9368,rent,1,<100,0
ACC000000005028,0<=X<200,existing paid,1<=X<4,34,F,1850,free,2,100<=X<500,0
ACC000000005029,<0,existing paid,4<=X<7,26,M,1342,own,1,500<=X<1000,0
ACC000000005030,no checking,delayed previously,>=7,29,F,1438,own,1,<100,0
ACC000000005031,0<=X<200,no credits/all paid,1<=X<4,19,M,1662,own,2,<100,0
ACC000000005032,no checking,existing paid,4<=X<7,29,M,1080,own,1,100<=X<500,1
ACC000000005033,0<=X<200,critical/other existing credit,1<=X<4,43,F,698,own,2,<100,0
ACC000000005034,<0,existing paid,>=7,19,M,3770,own,1,<100,1
ACC000000005036,0<=X<200,existing paid,1<=X<4,45,F,585,own,1,<100,0
ACC000000005037,no checking,critical/other existing credit,4<=X<7,33,M,7832,free,1,no known savings,0
ACC000000005039,0<=X<200,delayed previously,<1,36,M,2349,own,2,no known savings,0
ACC000000005040,0<=X<200,existing paid,4<=X<7,61,M,2899,rent,1,100<=X<500,0
ACC000000005041,0<=X<200,critical/other existing credit,<1,39,M,6123,own,1,>=1000,0
ACC000000005042,no checking,critical/other existing credit,1<=X<4,34,M,3120,own,1,<100,0
ACC000000005043,no checking,existing paid,<1,40,M,1912,own,2,<100,0
ACC000000005044,<0,critical/other existing credit,>=7,22,M,1471,own,1,no known savings,1
ACC000000005046,<0,existing paid,4<=X<7,40,M,2350,free,2,no known savings,0
ACC000000005047,no checking,existing paid,1<=X<4,32,F,2968,own,1,<100,0
ACC000000005048,0<=X<200,existing paid,4<=X<7,28,M,3851,rent,1,<100,0
ACC000000005049,<0,existing paid,1<=X<4,21,M,1124,own,2,<100,0
ACC000000005050,no checking,delayed previously,1<=X<4,23,M,2193,free,1,100<=X<500,0
ACC000000005051,0<=X<200,critical/other existing credit,1<=X<4,57,M,1547,own,1,no known savings,1
ACC000000005052,no checking,no credits/all paid,4<=X<7,25,F,3563,own,1,>=1000,0
ACC000000005053,no checking,critical/other existing credit,4<=X<7,19,M,18500,free,1,<100,1
ACC000000005054,no checking,existing paid,<1,36,M,977,rent,1,100<=X<500,0
ACC000000005055,0<=X<200,no credits/all paid,1<=X<4,37,M,460,own,1,500<=X<1000,0
ACC000000005056,no checking,existing paid,4<=X<7,51,F,1748,own,2,<100,0
ACC000000005057,0<=X<200,no credits/all paid,1<=X<4,43,F,800,own,1,500<=X<1000,0
ACC000000005058,<0,critical/other existing credit,>=7,68,M,1650,own,1,no known savings,0
ACC000000005059,>=200,critical/other existing credit,1<=X<4,48,M,1144,own,3,100<=X<500,1
ACC000000005060,<0,critical/other existing credit,1<=X<4,50,F,1535,own,1,100<=X<500,0
ACC000000005061,<0,all paid,>=7,51,F,3009,own,1,<100,0
ACC000000005062,0<=X<200,delayed previously,1<=X<4,33,M,3298,free,1,no known savings,1
ACC000000005063,<0,critical/other existing credit,>=7,39,F,1543,own,2,<100,0
ACC000000005064,0<=X<200,no credits/all paid,4<=X<7,26,M,4027,own,1,<100,0
ACC000000005065,<0,critical/other existing credit,1<=X<4,50,M,3310,free,1,<100,1
ACC000000005066,<0,all paid,1<=X<4,33,F,392,own,1,<100,1
ACC000000005067,0<=X<200,existing paid,<1,49,M,15079,own,1,no known savings,0
ACC000000005068,no checking,existing paid,>=7,20,M,1119,own,2,100<=X<500,0
ACC000000005069,0<=X<200,existing paid,1<=X<4,53,M,5182,free,2,<100,1
ACC000000005070,<0,delayed previously,1<=X<4,25,M,1200,own,1,<100,1
ACC000000005072,<0,critical/other existing credit,4<=X<7,37,F,7720,own,1,>=1000,0
ACC000000005073,no checking,existing paid,1<=X<4,26,M,250,own,1,<100,0
ACC000000005074,<0,delayed previously,<1,36,M,1846,own,1,<100,0
ACC000000005075,no checking,existing paid,1<=X<4,33,M,4559,own,1,<100,0
ACC000000005076,<0,existing paid,<1,33,M,3503,free,1,<100,0
ACC000000005077,0<=X<200,delayed previously,<1,25,M,9987,free,2,100<=X<500,1
ACC000000005078,no checking,existing paid,<1,40,M,3212,own,2,no known savings,0
ACC000000005079,0<=X<200,existing paid,1<=X<4,41,F,3519,own,3,<100,1
ACC000000005080,<0,existing paid,4<=X<7,23,M,848,own,1,500<=X<1000,0
ACC000000005081,no checking,existing paid,unemployed,46,F,1166,own,1,<100,0
ACC000000005082,no checking,critical/other existing credit,>=7,49,M,1581,own,1,>=1000,0
ACC000000005083,<0,existing paid,1<=X<4,27,F,2028,own,2,<100,0
ACC000000005084,<0,critical/other existing credit,1<=X<4,32,M,3358,own,2,<100,1
ACC000000005085,no checking,existing paid,>=7,38,M,1012,own,1,<100,0
ACC000000005086,0<=X<200,all paid,>=7,49,M,1763,free,1,>=1000,0
ACC000000005087,no checking,existing paid,1<=X<4,58,M,1069,free,2,<100,0
ACC000000005088,<0,existing paid,1<=X<4,21,M,335,rent,1,<100,0
ACC000000005089,no checking,existing paid,1<=X<4,37,M,3015,free,2,<100,0
ACC000000005090,<0,critical/other existing credit,4<=X<7,37,M,1496,free,1,100<=X<500,1
ACC000000005092,no checking,critical/other existing credit,<1,37,M,1127,own,1,<100,0
ACC000000005093,no checking,existing paid,<1,45,F,8943,rent,1,no known savings,0
ACC000000005094,<0,critical/other existing credit,1<=X<4,49,F,15174,own,1,500<=X<1000,1
ACC000000005095,<0,critical/other existing credit,<1,37,M,487,own,1,no known savings,1
